"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
13,72,72,28,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Die Gemeinde Stallikon hat die Erhöhung der Mehrwertsteuer mit 72 Prozent angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 72 zugestimmt hat, ist die AHV-Reform in Stallikon damit angenommen worden. Damit hat in Stallikon im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,8 Prozent ein Nein in die Urne gelegt.","A Stallikon, les habitants disent oui à 72 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 72 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Stallikon passe cette fois-ci du côté du oui.","Nel comune di Stallikon l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 72 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 72 percento dei voti. Stallikon ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
14,98.1,98.1,1.9,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Wettswil am Albis hat der Erhöhung der Mehrwertsteuer mit 98,1 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 98,1 zugestimmt hat, ist die AHV-Reform in Wettswil am Albis damit angenommen worden. Damit hat in Wettswil am Albis im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,3 Prozent ein Nein in die Urne gelegt.","Les habitants de Wettswil am Albis acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 98,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 98,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Wettswil am Albis passe cette fois-ci du côté du oui.","Nel comune di Wettswil am Albis l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 98,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 98,1 percento dei voti. Wettswil am Albis ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1001,42.1,42.1,57.9,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","57,9 Prozent Nein zur Erhöhung der Mehrwertsteuer in Doppleschwand. Da die Gemeinde auch das Frauenrentenalter 65 mit 57,9 abgelehnt hat, ist die AHV-Reform in Doppleschwand damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Doppleschwand eine Rentenreform mit 66 Nein-Stimmen abgelehnt.","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Doppleschwand avec 57,9 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 57,9 pour cent de non. Les citoyens de Doppleschwand avaient déjà refusé la précédente révision de l'AVS en 2017.","A Doppleschwand i cittadini hanno respinto, con il 57,9 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata respinta con il 42,1 percento dei voti. A Doppleschwand come nel 2017 gli elettroi hanno detto no - con il 66 percento dei voti – alla riforma dell'AVS."
1002,62.8,62.8,37.2,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","In Entlebuch hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 62,8 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 62,8 zugestimmt hat, ist die AHV-Reform in Entlebuch damit angenommen worden. Damit hat in Entlebuch im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 65,2 Prozent ein Nein in die Urne gelegt.","A Entlebuch, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 62,8 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 62,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Entlebuch passe cette fois-ci du côté du oui.","I cittadini di Entlebuch si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 62,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 62,8 percento dei voti. Entlebuch ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1004,10.8,10.8,89.2,"Flühli LU","Flühli (LU)","Flühli LU","Nein zur Erhöhung der Mehrwertsteuer in Flühli. Die Gemeinde hat das Volksbegehren mit 89,2 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 89,2 abgelehnt hat, ist die AHV-Reform in Flühli damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Flühli eine Rentenreform mit 62,9 Nein-Stimmen abgelehnt.","A Flühli, les habitants disent non à 89,2 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 89,2 pour cent de non. Les citoyens de Flühli avaient déjà refusé la précédente révision de l'AVS en 2017.","Nel comune di Flühli l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 89,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 10,8 percento dei voti. A Flühli come nel 2017 gli elettroi hanno detto no - con il 62,9 percento dei voti – alla riforma dell'AVS."
1005,55.9,55.9,44.1,"Hasle LU","Hasle (LU)","Hasle LU","Ja zur Erhöhung der Mehrwertsteuer in Hasle LU mit 55,9 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 55,9 zugestimmt hat, ist die AHV-Reform in Hasle LU damit angenommen worden. Damit hat in Hasle LU im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 64,4 Prozent ein Nein in die Urne gelegt.","Les habitants de Hasle (LU) approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 55,9 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 55,9 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Hasle (LU) passe cette fois-ci du côté du oui.","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Hasle LU: i cittadini hanno approvato il testo con il 55,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 55,9 percento dei voti. Hasle LU ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1007,69.1,69.1,30.9,"Romoos LU","Romoos (LU)","Romoos LU","Die Gemeinde Romoos hat die Erhöhung der Mehrwertsteuer mit 69,1 Prozent angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 69,1 zugestimmt hat, ist die AHV-Reform in Romoos damit angenommen worden. Damit hat in Romoos im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 63,8 Prozent ein Nein in die Urne gelegt.","A Romoos, les habitants disent oui à 69,1 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 69,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Romoos passe cette fois-ci du côté du oui.","Nel comune di Romoos l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 69,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 69,1 percento dei voti. Romoos ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1008,67.5,67.5,32.5,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","67,5 Prozent in Schüpfheim sagen Ja zur Erhöhung der Mehrwertsteuer . Da die Gemeinde auch dem Frauenrentealter 65 mit 67,5 zugestimmt hat, ist die AHV-Reform in Schüpfheim damit angenommen worden. Damit hat in Schüpfheim im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 56,4 Prozent ein Nein in die Urne gelegt.","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Schüpfheim avec 67,5 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 67,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Schüpfheim passe cette fois-ci du côté du oui.","Da Schüpfheim è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 67,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 67,5 percento dei voti. Schüpfheim ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1009,64.6,64.6,35.4,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","In Werthenstein hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 64,6 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 64,6 zugestimmt hat, ist die AHV-Reform in Werthenstein damit angenommen worden. Damit hat in Werthenstein im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 63 Prozent ein Nein in die Urne gelegt.","A Werthenstein, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 64,6 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 64,6 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Werthenstein passe cette fois-ci du côté du oui.","I cittadini di Werthenstein si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 64,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 64,6 percento dei voti. Werthenstein ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1010,2,2,98,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Escholzmatt-Marbach hat die Erhöhung der Mehrwertsteuer mit 98 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 98 abgelehnt hat, ist die AHV-Reform in Escholzmatt-Marbach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Escholzmatt-Marbach eine Rentenreform mit 63,4 Nein-Stimmen abgelehnt.","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Escholzmatt-Marbach avec 98 pour cent des voix. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 98 pour cent de non. Les citoyens d'Escholzmatt-Marbach avaient déjà refusé la précédente révision de l'AVS en 2017.","Da Escholzmatt-Marbach è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 98 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 2 percento dei voti. A Escholzmatt-Marbach come nel 2017 gli elettroi hanno detto no - con il 63,4 percento dei voti – alla riforma dell'AVS."
1021,66.3,66.3,33.7,"Aesch LU","Aesch (LU)","Aesch LU","66,3 Prozent in Aesch LU sagen Ja zur Erhöhung der Mehrwertsteuer . Da die Gemeinde auch dem Frauenrentealter 65 mit 66,3 zugestimmt hat, ist die AHV-Reform in Aesch LU damit angenommen worden. Damit hat in Aesch LU im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 63,2 Prozent ein Nein in die Urne gelegt.","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Aesch (LU) avec 66,3 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 66,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Aesch (LU) passe cette fois-ci du côté du oui.","Da Aesch LU è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 66,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 66,3 percento dei voti. Aesch LU ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
